1.1402e-06	4.864	1.5827e-08	2.828
5.1e-07	8.98	-999.0	-999.0
0.038836	325.831	5.502e-05	6.785
4.5358e-05	136.706	5.298e-08	1.28
6.7e-07	57.0	-999.0	-999.0
5.1774e-05	10.496	3.2562e-08	0.362
9.1851e-07	13.568	2.856e-08	3.899
1.555e-07	0.448	2.8082e-08	0.466
1.6e-06	49.81	-999.0	-999.0
1.8004e-05	33.025	6.9602e-08	0.572
6.0375e-05	128.259	1.7738e-07	15.792
8e-06	83.79	-999.0	-999.0
0.00050118	34.305	4.4073e-07	0.572
1.9e-07	3.73	-999.0	-999.0
6.8e-06	603.5	-999.0	-999.0
1.7e-07	1.3	-999.0	-999.0
9.3256e-05	79.874	1.1785e-07	0.572
0.00015335	123.906	2.6117e-08	0.362
8.8e-08	0.16	-999.0	-999.0
1.2052e-05	19.712	6.0616e-08	1.145
2e-05	180.8	-999.0	-999.0
3.0532e-06	25.857	6.3118e-08	5.278
4.5e-08	0.39	-999.0	-999.0
4.3665e-06	61.953	6.382e-08	11.337
4.0022e-05	4.672	7.1147e-08	0.181
0.00030248	54.785	1.2325e-07	0.572
0.00011042	55.041	5.4766e-08	0.724
1.2845e-06	8.192	4.1164e-08	2.064
7.309e-07	11.008	3.3653e-08	5.184
1.5e-07	3.06	-999.0	-999.0
2.3152e-07	1.344	1.4045e-08	0.792
2.7e-06	135.06	-999.0	-999.0
1.5e-06	158.8	-999.0	-999.0
1.2e-06	12.8	-999.0	-999.0
1.0922e-06	0.96	3.0109e-08	0.781
6.7e-07	8.21	-999.0	-999.0
3.4e-07	12.82	-999.0	-999.0
9.8e-07	6.6	-999.0	-999.0
7.5698e-05	206.852	1.1977e-07	2.29
2.33e-05	107.6	-999.0	-999.0
1.9137e-05	31.745	5.5597e-08	0.572
6.3567e-07	0.144	2.3558e-08	0.066
1.8e-06	44.5	-999.0	-999.0
0.00013632	29.953	7.8642e-08	0.572
2.4556e-06	40.448	5.5618e-08	4.048
1.8e-06	8.66	-999.0	-999.0
8.1e-07	5.0	-999.0	-999.0
1.6782e-06	35.328	4.2702e-08	2.202
3.4131e-05	15.872	6.2829e-08	0.362
1.5622e-06	21.504	2.4465e-08	3.114
2e-07	9.78	-999.0	-999.0
3.1e-07	36.2	-999.0	-999.0
0.00021351	6.912	1.047e-07	0.362
4.2645e-06	1.136	2.245e-08	0.132
1.8648e-06	30.464	4.3989e-08	2.919
4.8873e-05	478.026	2.2787e-07	3.168
1.3964e-05	37.761	9.1271e-08	6.209
1.9e-05	48.0	-999.0	-999.0
1e-05	64.35	-999.0	-999.0
8.5225e-07	25.088	4.5496e-08	4.352
2.5e-06	37.7	-999.0	-999.0
1.5434e-05	59.393	3.5385e-08	0.572
7.1179e-06	175.62	7.0195e-08	3.083
9.9e-08	1.6	-999.0	-999.0
1.638e-05	26.881	2.0296e-07	9.941
0.00044325	116.354	4.9926e-07	2.563
8e-07	66.6	-999.0	-999.0
6e-06	76.8	-999.0	-999.0
1.5e-06	15.31	-999.0	-999.0
9.9e-06	138.4	-999.0	-999.0
2.8074e-05	15.104	3.4394e-08	0.572
7.7576e-07	9.728	7.3545e-08	2.187
1.4e-06	64.0	-999.0	-999.0
5.5911e-05	6.4	3.4463e-08	0.362
0.00029853	48.897	9.0258e-08	0.362
1.6251e-05	20.736	4.2888e-08	1.557
5.8e-06	486.4	-999.0	-999.0
9.1061e-06	46.721	9.341e-08	1.332
2.1e-06	134.3	-999.0	-999.0
1.3e-06	35.2	-999.0	-999.0
3.3e-06	210.0	-999.0	-999.0
6.5e-06	94.1	-999.0	-999.0
1.3308e-05	22.016	3.5807e-08	0.572
2.0606e-06	15.36	9.8514e-08	1.448
7.6e-07	40.9	-999.0	-999.0
3.187e-06	80.384	3.7723e-08	4.615
3.6e-06	189.4	-999.0	-999.0
1.2e-06	41.9	-999.0	-999.0
0.00063279	107.266	9.8525e-08	0.81
3.4577e-06	25.6	2.8792e-08	1.493
2.7914e-07	2.048	1.7403e-08	0.466
1.3382e-05	22.781	6.3103e-08	1.377
9.4084e-06	20.928	5.8779e-08	2.096
5.1e-06	26.7	-999.0	-999.0
2e-06	164.13	-999.0	-999.0
1.1e-06	216.4	-999.0	-999.0
2.8e-07	0.2	-999.0	-999.0
7.3963e-05	78.593	6.6154e-08	0.572
0.00017692	122.882	1.2722e-07	0.724
3.3e-06	46.2	-999.0	-999.0
2.0371e-06	49.152	7.9106e-08	4.136
1.5e-06	6.94	-999.0	-999.0
6.5385e-06	36.096	4.3002e-08	0.724
3.1218e-05	122.178	1.0679e-07	0.659
1.1e-06	105.1	-999.0	-999.0
4.8642e-06	37.888	6.3067e-08	10.861
6.0981e-06	36.609	4.6691e-08	1.493
1.7635e-06	2.24	1.5212e-08	0.232
1.9536e-07	1.088	2.0238e-08	0.977
1.6155e-05	131.586	2.48e-07	21.723
9e-06	44.4	-999.0	-999.0
1.3146e-05	64.769	3.5169e-08	0.923
0.00064256	453.385	1.8454e-07	0.572
3.9236e-07	0.384	8.4625e-09	0.405
3.9564e-06	107.776	6.8702e-08	8.693
0.00017898	369.67	1.4957e-07	0.81
2.1e-06	304.58	-999.0	-999.0
7.8e-07	8.2	-999.0	-999.0
